,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1
1152,Gulf Coast,"ARALUEN ENERGY, INC.",TX,MATAGORDA,12/27/2021,V,ARALUEN B 01,Energy 6,OIL & GAS,MARKHAM, ,"6,500 ft",2021-12-09,42-321-32435,29.0078526 / -96.1648226,750,2020-10-12,42,321,452.0,452.0,,,
1153,Gulf Coast,BLUEFIN RESOURCES LLC,TX,MATAGORDA,12/27/2021,V,SAVAGE S 3,LAUSON 2,OIL & GAS,WADSWORTH,"CH-1, EVERSORE HAZZARDI","9,600 ft",2021-12-19,42-321-32442,28.8839443 / -95.9120804,750,2021-10-05,42,321,453.0,453.0,,,
1154,Gulf Coast,"UNDERGROUND SERVICES MARKHAM,LLC",TX,MATAGORDA,12/27/2021,V,HUDSON 2,RFC 104,INJECTION,MARKHAM, ,"7,400 ft",2021-10-27,42-321-32441,28.9904638 / -96.1419056,2000,2021-05-21,42,321,454.0,454.0,,,
1155,Anadarko,NATIVE EXPLORATION OPERATING LLC,OK,MCCLAIN,12/27/2021,H,CHARLES 0804 34-3 3WXH,Cactus 164,OIL & GAS, ,WOODFORD,"20,530 ft",2021-12-10,35-087-22327,35.1285673 / -97.6093823,1500,2021-10-26,35,87,455.0,455.0,,,
1156,Anadarko,OVINTIV USA INC,OK,MCCLAIN,12/27/2021,H,WENDLING 0704 2H-30XX,H&P 530,OIL & GAS, ,WOODFORD, ,2021-12-14,35-087-22323,35.0567239 / -97.6630067,1500,2021-10-05,35,87,456.0,456.0,,,
1157,Bakken,"CONTINENTAL RESOURCES, INC.",ND,MCKENZIE,12/27/2021,H,CHAROLAIS SOUTH FEDERAL 5-10H1,Nabors B27,CONFIDENTIAL,ELM TREE, , ,2021-12-13,33-053-09551,48.0819654 / -102.7593883,1500,2020-10-16,33,53,457.0,457.0,,,
1158,Bakken,"GRAYSON MILL OPERATING, LLC",ND,MCKENZIE,12/27/2021,H,JAY 24-13F 6H,Patterson 811,OIL & GAS,BANKS,BAKKEN,"21,816 ft",2021-12-20,33-053-09777,48.0521246 / -103.2190933,1500,2021-10-12,33,53,458.0,458.0,,,
1159,Bakken,OASIS PETROLEUM NORTH AMERICA,ND,MCKENZIE,12/27/2021,H,SOTO 5097 12-3 6B,Nabors B13,OIL & GAS,SIVERSTON,BAKKEN,"21,397 ft",2021-12-18,33-053-09723,47.8467204 / -103.0823139,1500,2021-06-01,33,53,459.0,459.0,,,
1160,Bakken,OASIS PETROLEUM NORTH AMERICA LLC,ND,MCKENZIE,12/27/2021,H,LINDVIG BECK FEDERAL 5201 41-2 5B,Nabors B26,OIL & GAS,CAMP,BAKKEN, ,2021-11-23,33-053-09760,48.0103818 / -103.5784407,1500,2021-08-31,33,53,460.0,460.0,,,
1161,Bakken,OVINTIV PRODUCTION INC.,ND,MCKENZIE,12/27/2021,H,OBENOUR 150-99-33-28-8H,H&P 516,UNKNOWN,SOUTH TOBACCO GARDEN, , ,2021-12-16,33-053-09775,47.7599999 / -103.349413,1500,2021-10-04,33,53,461.0,461.0,,,
1162,Eagleford,"BLACKBRUSH O & G, LLC",TX,MCMULLEN,12/27/2021,H,OTTO-WHIPPLE 1H,H&P 420,GAS,HAWKVILLE,EAGLEFORD SHALE,"12,000 ft",2021-12-21,42-311-37186,28.2858307 / -98.6781516,1500,2021-11-23,42,311,462.0,462.0,,,
1163,Eagleford,BPX OPERATING COMPANY,TX,MCMULLEN,12/27/2021,H,STS C 25H,H&P 541,GAS,HAWKVILLE,EAGLEFORD SHALE,"14,000 ft",2021-12-23,42-311-37176,28.3423771 / -98.7450026,1500,2021-11-08,42,311,463.0,463.0,,,
1164,Eagleford,BPX OPERATING COMPANY,TX,MCMULLEN,12/27/2021,H,STS C 54H,H&P 512,GAS,HAWKVILLE,EAGLEFORD SHALE,"14,000 ft",2021-12-21,42-311-37169,28.3158479 / -98.7986147,1500,2021-09-16,42,311,464.0,464.0,,,
1165,Bakken,"SUMMIT CARBON SOLUTIONS, LLC.",ND,MERCER,12/27/2021,V,MILTON FLEMMER 1,Nabors B05,UNKNOWN,WILDCAT, , ,2021-12-17,33-057-00041,46.9949412 / -101.7928791,1500,2021-09-29,33,57,465.0,465.0,,,
1166,Permian - Midland,APACHE CORPORATION,TX,MIDLAND,12/27/2021,H,PARKS-COYOTE 1506 F 13HS,Patterson 274,OIL & GAS,SPRABERRY,TREND AREA,"12,000 ft",2021-12-18,42-329-45041,31.7836414 / -102.1609411,1500,2021-07-15,42,329,466.0,466.0,,,
1167,Permian - Midland,"BTA OIL PRODUCERS, LLC",TX,MIDLAND,12/27/2021,H,DUCK POND 21910 36-25 4HM,Independence 206,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-14,42-329-44052,32.0733737 / -101.8655688,1500,2020-02-05,42,329,467.0,467.0,,,
1168,Permian - Midland,CHEVRON U. S. A. INC.,TX,MIDLAND,12/27/2021,H,CMC SUNFLOWER B 0273WB,Patterson 812,OIL & GAS,SPRABERRY,TREND AREA,"9,800 ft",2021-12-19,42-329-45094,31.7418475 / -101.9609841,1500,2021-09-07,42,329,468.0,468.0,,,
1169,Permian - Midland,CHEVRON U. S. A. INC.,TX,MIDLAND,12/27/2021,H,CMC SUNFLOWER D 0282WA,Patterson 814,OIL & GAS,SPRABERRY,TREND AREA,"9,800 ft",2021-12-18,42-329-45079,31.7441311 / -101.9510536,1500,2021-08-11,42,329,469.0,469.0,,,
1170,Permian - Midland,CHEVRON U. S. A. INC.,TX,MIDLAND,12/27/2021,H,CMC CANDLESTICK D 0094WA,Patterson 258,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-20,42-329-43884,31.8198566 / -102.0120424,1000,2019-11-26,42,329,470.0,470.0,,,
1171,Permian - Midland,"EARTHSTONE OPERATING, LLC",TX,MIDLAND,12/27/2021,H,HAMMAN 45A TIG 13BU,Unit 410,OIL & GAS,SPRABERRY,TREND AREA,"10,088 ft",2021-12-19,42-329-45240,32.0042839 / -102.0075339,1500,2021-10-21,42,329,471.0,471.0,,,
1172,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/27/2021,H,HILL 30-19 F 265,Ensign 784,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-12-16,42-329-44961,31.9026298 / -102.1170944,1500,2021-06-14,42,329,472.0,472.0,,,
1173,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/27/2021,H,GAULT 5-32 C 133,Nabors X22,OIL & GAS,SPRABERRY,TREND AREA,"9,600 ft",2021-12-21,42-329-45112,31.9880696 / -102.0149598,1500,2021-09-10,42,329,473.0,473.0,,,
1174,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/27/2021,H,BANKHEAD 4-33 UNIT 2A 182,Independence 304,OIL & GAS,SPRABERRY,TREND AREA,"10,400 ft",2021-12-10,42-329-44753,31.9670816 / -102.104087,1500,2021-04-20,42,329,474.0,474.0,,,
1175,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/27/2021,H,GAULT 5-41 C 134,Nabors X15,OIL & GAS,SPRABERRY,TREND AREA,"9,600 ft",2021-12-12,42-329-45110,31.987905 / -102.0109407,1500,2021-09-01,42,329,475.0,475.0,,,
1176,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/27/2021,H,FRANKLIN CRAWFORD 42-43 D 241,Ensign T141,OIL,SPRABERRY,TREND AREA,"10,616 ft",2021-12-02,42-329-45101,31.876557 / -101.9643847,1500,2021-09-16,42,329,476.0,476.0,,,
1177,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/27/2021,H,HILL 30-19 H 282,Nabors X23,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-12-18,42-329-44976,31.902344 / -102.1190213,1500,2021-06-14,42,329,477.0,477.0,,,
1178,Permian - Midland,"PERMIAN DEEP ROCK OIL CO., LLC",TX,MIDLAND,12/27/2021,H,MUSTANG 160 MIPA UNIT H160LS,Savanna 803,OIL & GAS,SPRABERRY,TREND AREA,"9,300 ft",2021-12-12,42-329-44952,31.9697266 / -102.077187, ,2021-06-09,42,329,478.0,478.0,,,
1179,Permian - Midland,"PERMIAN DEEP ROCK OIL CO., LLC",TX,MIDLAND,12/27/2021,H,MUSTANG 145 MIPA UNIT H145LS,Savanna 801,OIL & GAS,SPRABERRY,TREND AREA,"9,300 ft",2021-11-30,42-329-44989,31.9700314 / -102.0761664, ,2021-06-18,42,329,479.0,479.0,,,
1180,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/27/2021,H,GERMANIA SPRABERRY UNIT 4506H,H&P 390,OIL & GAS,SPRABERRY,TREND AREA,"8,271 ft",2021-12-18,42-329-45135,32.0632246 / -101.804445,1500,2021-09-07,42,329,480.0,480.0,,,
1181,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/27/2021,H,THUNDERBIRD GG 50-51 2807H,Patterson 253,OIL & GAS,SPRABERRY,TREND AREA,"10,360 ft",2021-12-11,42-329-44665,32.02083 / -101.9212,1000,2021-02-04,42,329,481.0,481.0,,,
1182,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/27/2021,H,TEXAS TEN Y PU 3811H,H&P 487,OIL & GAS,SPRABERRY,TREND AREA,"10,611 ft",2021-12-16,42-329-45139,31.9016449 / -102.0415926,1500,2021-09-14,42,329,482.0,482.0,,,
1183,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/27/2021,H,SHACKELFORD 39J 10H,H&P 604,OIL & GAS,SPRABERRY,TREND AREA,"10,493 ft",2021-12-18,42-329-44596,31.7957853 / -101.8976021,1500,2021-02-03,42,329,483.0,483.0,,,
1184,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/27/2021,H,ELKIN-ESTES 34PP 116H,Patterson 807,OIL & GAS,SPRABERRY,TREND AREA,"10,645 ft",2021-12-17,42-329-45070,31.8995333 / -101.9756888,1500,2021-08-18,42,329,484.0,484.0,,,
1185,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/27/2021,H,PRESTON 9H 108H,Patterson 251,OIL & GAS,SPRABERRY,TREND AREA,"10,499 ft",2021-12-12,42-329-45118,31.7744635 / -101.8213151,1500,2021-09-21,42,329,485.0,485.0,,,
1186,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/27/2021,H,ELKIN-ESTES 34H 8H,H&P 643,OIL & GAS,SPRABERRY,TREND AREA,"9,510 ft",2021-12-18,42-329-45063,31.9017294 / -101.9765486,1500,2021-08-18,42,329,486.0,486.0,,,
1187,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/27/2021,H,GERMANIA SPRABERRY UNIT 4501H,H&P 641,OIL & GAS,SPRABERRY,TREND AREA,"8,271 ft",2021-12-20,42-329-45176,32.0602132 / -101.8119144,1500,2021-09-29,42,329,487.0,487.0,,,
1188,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/27/2021,H,TEXAS TEN Y PU 3816H,H&P 607,OIL & GAS,SPRABERRY,TREND AREA,"10,611 ft",2021-12-20,42-329-44773,31.8999565 / -102.0459734,1500,2021-03-30,42,329,488.0,488.0,,,
1189,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/27/2021,H,THUNDERBIRD CC 50-51 3H,Patterson 802,OIL & GAS,SPRABERRY,TREND AREA,"10,360 ft",2021-12-11,42-329-44661,32.02024 / -101.92337,1500,2021-02-04,42,329,489.0,489.0,,,
1190,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/27/2021,H,PRESTON 9J 110H,Ensign T125,OIL & GAS,SPRABERRY,TREND AREA,"10,499 ft",2021-12-19,42-329-45120,31.7747569 / -101.8188429,1500,2021-09-21,42,329,490.0,490.0,,,
1191,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/27/2021,H,TEXAS TEN Y PU 3838H,H&P 472,OIL & GAS,SPRABERRY,TREND AREA,"10,611 ft",2021-12-20,42-329-44784,31.9018626 / -102.0373796,1500,2021-03-31,42,329,491.0,491.0,,,
1192,Permian - Midland,XTO ENERGY INC.,TX,MIDLAND,12/27/2021,H,COMANCHEROS 19-31 3116 3116AH,H&P 463,OIL & GAS,SPRABERRY,TREND AREA,"10,377 ft",2021-12-20,42-329-44849,31.8668855 / -101.8842959,1500,2021-08-17,42,329,492.0,492.0,,,
1193,Permian - Midland,XTO ENERGY INC.,TX,MIDLAND,12/27/2021,H,BOB MIDKIFF 37-48 WEST UNIT 4801BH,NABORS R801,OIL & GAS,SPRABERRY,TREND AREA,"10,800 ft",2021-12-14,42-329-45086,31.6743883 / -101.9588485, ,2021-08-31,42,329,493.0,493.0,,,
1194,Offshore,ANADARKO PETROLEUM CORPORATION,GOM,MISSISSIPPI CANYON,12/27/2021,D,009  ,Ocean BlackHawk,OIL & GAS, , , ,2021-11-22,60-817-41460,28.8935655 / -88.1040459,9000,2021-11-03,60,817,494.0,494.0,,,
1195,Offshore,BP EXPLORATION & PRODUCTION INC.,GOM,MISSISSIPPI CANYON,12/27/2021,V,003  ,Ocean BlackLion,OIL & GAS, , ,"40,000 ft",2021-12-13,60-817-41457,28.4435854 / -88.2770838,9000,2021-09-23,60,817,495.0,495.0,,,
1196,Offshore,"BP EXPLORATION & PRODUCTION, INC.",GOM,MISSISSIPPI CANYON,12/27/2021,,OCS-G 14658 2,Ocean BlackHornet,UNKNOWN, , , ,2021-11-15,60-817-409500,28.1863003 / -88.4688034,9000, ,60,817,496.0,496.0,,,
1197,Offshore,ENI US OPERATING CO. INC.,GOM,MISSISSIPPI CANYON,12/27/2021,U,G19996 A005,Nabors MODS 140,UNKNOWN,DEVILS TOWER, , ,2021-07-07,60-817-40929,28.2088678 / -88.7375749,1000,2021-06-24,60,817,497.0,497.0,,,
1198,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,12/27/2021,V,PN003  ,TO Deepwater Thalassa,OIL & GAS,WLDMC943, ,"40,000 ft",2021-07-02,60-817-41447,28.0113718 / -89.0134826,10500,2021-07-01,60,817,498.0,498.0,,,
1199,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,12/27/2021,V,P012  ,Noble Globetrotter II,OIL & GAS, , ,"40,000 ft",2021-12-13,60-817-41456,28.1775275 / -89.1171209,6160,2021-06-15,60,817,499.0,499.0,,,
1200,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,12/27/2021,V,KE001  ,TO Deepwater Pontus,OIL & GAS,MARS-URSA, ,"40,000 ft",2021-11-01,60-817-41395,28.1941805 / -89.1767796, ,2021-10-13,60,817,500.0,500.0,,,
1201,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,12/27/2021,V,IW003  ,TO Deepwater Proteus,OIL & GAS, , ,"40,000 ft",2021-11-22,60-817-41455,28.5988352 / -88.0180686,21000,2021-05-25,60,817,501.0,501.0,,,
1202,Offshore,"SHELL OFFSHORE, INC.",GOM,MISSISSIPPI CANYON,12/27/2021,,OCS-G 07963 A002,H&P 201,UNKNOWN, , , ,2021-09-17,60-817-40465,28.1691856 / -89.2229767,3000, ,60,817,502.0,502.0,,,
1203,Offshore,WALTER OIL & GAS CORPORATION,GOM,MISSISSIPPI CANYON,12/27/2021,U,G36398 001,Sevan Louisiana,UNKNOWN, , , ,2021-08-02,60-817-41442,28.309712 / -89.922557,4500,2021-07-28,60,817,503.0,503.0,,,
1204,Anadarko,PANTERA ENERGY COMPANY,TX,MOORE,12/27/2021,V,FLORES 2501,Quest 211,GAS,TEXAS HUGOTON,TEXAS HUGOTON,"3,700 ft",2021-12-18,42-341-33471,36.0443333 / -101.9226861,400,2021-09-23,42,341,504.0,504.0,,,
1205,Anadarko,SCOUT ENERGY MANAGEMENT LLC,TX,MOORE,12/27/2021,V,"COON, R. S. 230A",Quest 208,GAS,"PANHANDLE, WEST", ,"4,000 ft",2021-12-19,42-341-33624,35.8479983 / -101.9165214,400,2021-08-27,42,341,505.0,505.0,,,
1206,Bakken,"HESS BAKKEN INVESTMENTS II, LLC",ND,MOUNTRAIL,12/27/2021,H,EN-J HORST- 154-93-111H2-3,Nabors X28,OIL & GAS,ROBINSON LAKE,BAKKEN,"21,379 ft",2021-12-10,33-061-04909,48.1781502 / -102.6099378,1500,2021-06-24,33,61,506.0,506.0,,,
1207,Bakken,"HESS BAKKEN INVESTMENTS II, LLC",ND,MOUNTRAIL,12/27/2021,H,EN-MADISYN-LE 154-94-0705H-2,Nabors X24,UNKNOWN, , , ,2021-12-12,33-061-303446,48.1709557 / -102.8162537,1500, ,33,61,507.0,507.0,,,
1208,Bakken,"PETRO-HUNT, L.L.C.",ND,MOUNTRAIL,12/27/2021,H,LOVDAHL 158-94-32C-29-3H,H&P 515,CONFIDENTIAL,TIOGA, , ,2021-12-20,33-061-04661,47.733474 / -103.7590191,1500,2020-01-10,33,61,508.0,508.0,,,
1209,Bakken,"SLAWSON EXPLORATION COMPANY, INC.",ND,MOUNTRAIL,12/27/2021,H,RAINMAKER FEDERAL 7-25-36TFH,Unit 414,UNKNOWN,BIG BEND, , ,2021-12-16,33-061-04939,47.9642627 / -102.5159647,1500,2021-08-05,33,61,509.0,509.0,,,
1210,Bakken,"TALLGRASS WATER NORTH DAKOTA, LLC",ND,MOUNTRAIL,12/27/2021,V,NELSON SWD 2,Capstar 329,CONFIDENTIAL,ALKALI CREEK, , ,2021-12-12,33-061-90432,48.200359 / -102.7842403,500,2018-11-30,33,61,510.0,510.0,,,
1211,Bakken,WHITING OIL AND GAS CORPORATION,ND,MOUNTRAIL,12/27/2021,H,KANNIANEN 11-5-3HU,Patterson 808,OIL & GAS,SANISH,BAKKEN, ,2021-12-11,33-061-04919,48.1089521 / -102.4161644,1500,2021-07-06,33,61,511.0,511.0,,,
1212,Haynesville,AETHON ENERGY OPERATING L,LA,NATCHITOCHES,12/27/2021,H,HA RA SUN;ROWELL 16-21 HC 001,Precision 561,GAS,ASHLAND,HAYNESVILLE,"23,144 ft",2021-12-21,17-069-20509,32.1109838 / -93.0885193,1500,2021-12-06,17,69,512.0,512.0,,,
1213,Haynesville,INDIGO MINERALS LLC,LA,NATCHITOCHES,12/27/2021,H,ANDER 22&15-11-10 HC 003,Patterson 586,UNKNOWN,GROGAN, ,"25,000 ft",2021-12-14,17-069-20507,31.9217557 / -93.378843,1500,2021-07-21,17,69,513.0,513.0,,,
1214,Haynesville,INDIGO MINERALS LLC,LA,NATCHITOCHES,12/27/2021,H,WM 27&22&15-11-10 HC 002,Patterson 591,UNKNOWN,GROGAN, ,"25,000 ft",2021-11-16,17-069-20502,31.9149085 / -93.3827418,1500,2021-07-21,17,69,514.0,514.0,,,
1215,Anadarko,"PALOMINO PETROLEUM, INC.",KS,NESS,12/27/2021,V,KID GALAHAD 1,Duke 2,OIL,ARNOLD WEST,MISSISSIPPIAN,"4,600 ft",2021-12-13,15-135-26135,38.6578052 / -100.0870216,350,2021-11-19,15,135,515.0,515.0,,,
1216,Anadarko,"PALOMINO PETROLEUM, INC.",KS,NESS,12/27/2021,V,THE EMPIRE STRIKES BACK 1,Murfin 21,OIL,NONCHALANTA,MISSISSIPPIAN,"4,600 ft",2021-12-21,15-135-26137,38.3152393 / -100.1151746,550,2021-12-06,15,135,516.0,516.0,,,
1217,Anadarko,"PICKRELL DRILLING COMPANY, INC.",KS,NESS,12/27/2021,V,"SUTTON ""C"" 6",Pickrell 10,OIL,UNNAMED,MISSISSIPPIAN,"4,400 ft",2021-12-17,15-135-26111,38.4945416 / -100.0089957,340,2021-07-20,15,135,517.0,517.0,,,
1218,Gulf Coast,"SUEMAUR EXPL. & PROD., LLC",TX,NUECES,12/27/2021,D,"BURNETT, ET AL GAS UNIT 9",LAUSON 4,OIL & GAS,"AGUA DULCE,WILDCAT",VICKSBURG CONSL.,"10,500 ft",2021-12-03,42-355-34199,27.8180157 / -97.7522834,1000,2021-11-19,42,355,518.0,518.0,,,
1219,Gulf Coast,"CIMARRON ENGINEERING, LLC",TX,ORANGE,12/27/2021,D,EMERALD 1,LAUSON 1,OIL & GAS,"HARTBURG,HARTBURG, S.,HARTBURG, S.E.","BASAL, MIDDLE, STRUMA","8,000 ft",2021-12-15,42-361-30992,30.2424048 / -93.7749962,750,2021-10-13,42,361,519.0,519.0,,,
1220,Gulf Coast,"VANTAGE OPERATING, LLC",TX,ORANGE,12/27/2021,D,MOONSHINE 1,Energy 14,OIL & GAS,WILDCAT, ,"9,950 ft",2021-11-02,42-361-30991,30.0992456 / -93.7938234,1200,2021-09-29,42,361,520.0,520.0,,,
1221,Sedgwick,"DARRAH OIL COMPANY, LLC",KS,OSBORNE,12/27/2021,V,ELLIOTT 1-11,Murfin 16,OIL,UNNAMED,LKC,"3,900 ft",2021-12-14,15-141-20492,39.192378 / -98.8540415,450,2021-12-01,15,141,521.0,521.0,,,
1222,Haynesville,"PETROQUEST ENERGY, L.L.C.",TX,PANOLA,12/27/2021,H,SABINE ROYALTY ALO 4 4H,Nabors X02,OIL & GAS,CARTHAGE,COTTON VALLEY,"10,000 ft",2021-11-19,42-365-38687,32.1325095 / -94.0755407,1500,2021-09-13,42,365,522.0,522.0,,,
1223,Haynesville,"PINE WAVE ENERGY PARTNERS OP,LLC",TX,PANOLA,12/27/2021,H,TILLER CRENSHAW ALLOC 1H,Nabors X35,GAS,CARTHAGE,HAYNESVILLE SHALE,"10,750 ft",2021-12-07,42-365-38702,32.3279862 / -94.07595,1500,2021-11-03,42,365,523.0,523.0,,,
1224,Haynesville,"R. LACY SERVICES, LTD.",TX,PANOLA,12/27/2021,H,WOOLWORTH HV D 4HH,RAPAD 42,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,000 ft",2021-12-19,42-365-38685,32.3095904 / -94.3586155,2000,2021-09-03,42,365,524.0,524.0,,,
1225,Haynesville,ROCKCLIFF ENERGY OPERATING LLC,TX,PANOLA,12/27/2021,H,MINNIE BELL HV UNIT C 3H,H&P 459,GAS,CARTHAGE,HAYNESVILLE SHALE,"13,000 ft",2021-12-21,42-365-38700,32.3775351 / -94.0740609,1500,2021-10-26,42,365,525.0,525.0,,,
1226,Haynesville,SABINE OIL & GAS CORPORATION,TX,PANOLA,12/27/2021,H,NORTH HICKEY (AW) 1H,H&P 383,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,000 ft",2021-12-07,42-365-38692,32.2409393 / -94.136356,1500,2021-11-05,42,365,526.0,526.0,,,
1227,Haynesville,SABINE OIL & GAS CORPORATION,TX,PANOLA,12/27/2021,H,SALT CREEK (AW) 4H,H&P 458,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,000 ft",2021-12-21,42-365-38708,32.2398609 / -94.1479921,1500,2021-11-15,42,365,527.0,527.0,,,
1228,Haynesville,"SLANT OPERATING, LLC",TX,PANOLA,12/27/2021,H,GLEASON 1H,H&P 452,OIL & GAS,CARTHAGE,COTTON VALLEY,"9,600 ft",2021-12-05,42-365-38697,32.1140874 / -94.479662,1500,2021-10-21,42,365,528.0,528.0,,,
1229,Haynesville,"TANOS EXPLORATION II, LLC",TX,PANOLA,12/27/2021,H,CASTLEBERRY-CHADWICK 1H,Scan Liberty,GAS,CARTHAGE,COTTON VALLEY,"9,695 ft",2021-10-23,42-365-38690,32.0625397 / -94.5300543,1500,2021-10-08,42,365,529.0,529.0,,,
1230,Permian - Delaware,"PRI OPERATING, LLC",TX,PECOS,12/27/2021,H,ROOSTERFISH UNIT 22SW64 64H,Precision 593,OIL & GAS,SANDBAR,BONE SPRING,"10,000 ft",2021-12-21,42-371-40333,31.204176 / -103.1264734,1500,2021-09-15,42,371,530.0,530.0,,,
1231,Permian - Delaware,XTO ENERGY INC.,TX,PECOS,12/27/2021,H,MISTER ED 48-18-7 701H,H&P 421,OIL,HOEFS T-K,WOLFCAMP,"10,600 ft",2021-12-09,42-371-40338,31.1454171 / -103.1636553,1500,2021-10-21,42,371,531.0,531.0,,,
1232,Permian - Delaware,XTO ENERGY INC.,TX,PECOS,12/27/2021,H,SILVER 48-20-29 WA1 701H,H&P 532,OIL,HOEFS T-K,WOLFCAMP,"10,600 ft",2021-12-20,42-371-40350,31.8872927 / -102.275101,1500,2021-11-19,42,371,532.0,532.0,,,
1233,Arkoma,TRINITY OPERATING (USG) LLC,OK,PITTSBURG,12/27/2021,H,PAYDEN 2-24/13/12H,Latshaw 42,OIL & GAS, ,"MISSISSIPPIAN, SYLVAN, WOODFORD","23,700 ft",2021-11-26,35-121-24882,34.8857723 / -95.8878127,1500,2021-11-19,35,121,533.0,533.0,,,
1234,Tuscaloosa,SOUTHWIND OIL & GAS LLC,LA,RAPIDES,12/27/2021,H,AUS C RA SU80;CROWELL LM 30 H 002,Precision 109,OIL,MASTERS CREEK,AUSTIN CHALK,"23,590 ft",2021-11-17,17-079-20547,30.9480563 / -92.5158157,1600,2019-06-27,17,79,534.0,534.0,,,
1235,DJ Basin,"MURFIN DRILLING CO., INC.",KS,RAWLINS,12/27/2021,V,FRISBIE 'B' 2-15,Murfin 7,OIL,UNNAMED,LANSING,"4,850 ft",2021-12-22,15-153-21277,39.8754744 / -101.232237,400,2021-12-17,15,153,535.0,535.0,,,
1236,Permian - Midland,DISCOVERY NATURAL RESOURCES LLC,TX,REAGAN,12/27/2021,H,HICKMAN AL06 2076SH,Savanna 802,OIL,SPRABERRY,TREND AREA,"8,500 ft",2021-12-12,42-383-41049,31.2035301 / -101.3392086, ,2021-10-21,42,383,536.0,536.0,,,
1237,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,12/27/2021,H,TURNER E 5H,Cactus 167,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-14,42-383-41025,31.370903 / -101.697864,1800,2021-08-26,42,383,537.0,537.0,,,
1238,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,12/27/2021,H,MARY ROSE H 8H,Ensign 786,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-12-20,42-383-41061,31.3452226 / -101.7747366,1500,2021-11-18,42,383,538.0,538.0,,,
1239,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,12/27/2021,H,TURNER K 11H,Nabors X52,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-16,42-383-41031,31.3709178 / -101.6880652, ,2021-08-26,42,383,539.0,539.0,,,
1240,Permian - Midland,"MOONTOWER RESOURCES OP, LLC",TX,REAGAN,12/27/2021,H,PRINCE LB A1 2H,Latshaw 43,OIL & GAS,SPRABERRY,TREND AREA,"8,400 ft",2021-12-12,42-383-41053,31.3428569 / -101.5782166,1500,2021-10-21,42,383,540.0,540.0,,,
1241,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,12/27/2021,H,WAVLE-BURKITT 1205C 3H,Ensign T134,OIL & GAS,SPRABERRY,TREND AREA,"10,159 ft",2021-12-11,42-383-40957,31.3321399 / -101.6382662,1500,2021-03-16,42,383,541.0,541.0,,,
