,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
764,Haynesville,"TRINITY OPERATING (USG), LLC",LA,CADDO,12/20/2021,H,HA RA SU119;T&A LLC 17-20 H 002-ALT,Precision 616,GAS,GREENWOOD-WASKOM,HAYNESVILLE,"21,600 ft",2021-12-13,17-017-36394,32.5597272 / -93.9221795, ,2021-05-24,17,17,56.0,56.0,,
765,Haynesville,"TRINITY OPERATING (USG), LLC",LA,CADDO,12/20/2021,H,BLOUNT 15-22 H 003,Cactus 150,GAS,GREENWOOD-WASKOM,HAYNESVILLE,"21,600 ft",2021-12-14,17-017-36518,32.5568279 / -93.8794329,1500,2021-11-30,17,17,57.0,57.0,,
766,Haynesville,"TRINITY OPERATING (USG), LLC",LA,CADDO,12/20/2021,H,HA RA SU134;BELLEVUE 11-14 H 003-ALT,Cactus 158,GAS,GREENWOOD-WASKOM,HAYNESVILLE,"21,650 ft",2021-12-12,17-017-36490,32.5779199 / -93.8793566,1500,2021-09-08,17,17,58.0,58.0,,
767,Gulf Coast,"ROBERTSON ENERGY, LLC",LA,CALCASIEU,12/20/2021,D,MARCANTEL 001,Precision 840,GAS,IOWA,FY,"11,386 ft",2021-12-12,17-019-22398,30.295151 / -93.0467425,1400,2021-12-03,17,19,59.0,59.0,,
768,Northeast,SENECA RESOURCES CORP,PA,CAMERON,12/20/2021,H,LEH WT 2340 384HU 53336,Falcon 27,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"21,780 ft",2021-12-13,37-023-20290,41.5717945 / -78.3983591,850,2021-10-08,37,23,60.0,60.0,,
769,Northeast,SENECA RESOURCES CORP,PA,CAMERON,12/20/2021,H,SRC WT 5036 325HU 53235,Patterson 328,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"23,549 ft",2021-12-11,37-023-20284,41.5743125 / -78.3207881,1500,2021-10-27,37,23,61.0,61.0,,
770,Powder River,EOG RESOURCES INC,WY,CAMPBELL,12/20/2021,H,TANAGER 0705-18H,Unit 406,OIL,WC,FRONTIER-TURNER,"21,690 ft",2021-12-14,49-005-77786,43.7111449 / -105.6719433,1500,2021-11-09,49,5,62.0,62.0,,
771,Powder River,EOG RESOURCES INC,WY,CAMPBELL,12/20/2021,H,TRIDENT 756-0225H,Unit 403,OIL,WC,FRONTIER-TURNER,"21,688 ft",2021-12-09,49-005-73547,43.7356807 / -105.717001,1500,2021-11-26,49,5,63.0,63.0,,
772,Powder River,PEAK POWDER RIVER RESOURCES LLC,WY,CAMPBELL,12/20/2021,H,IBERLIN FED 1-31-30TH,Patterson 272,OIL,WC,TURNER,"21,711 ft",2021-12-14,49-005-65592,43.6498924 / -105.7945969,1500,2021-07-06,49,5,64.0,64.0,,
773,Anadarko,CAMINO NATURAL RESOURCES LLC,OK,CANADIAN,12/20/2021,H,HUNT 1207 27-22-2MXH,Cactus 160,OIL & GAS, ,"MISSISSIPPIAN, WOODFORD","20,317 ft",2021-11-30,35-017-25714,35.4781172 / -97.9274211,1500,2021-10-01,35,17,65.0,65.0,,
774,Anadarko,CITIZEN ENERGY III LLC,OK,CANADIAN,12/20/2021,H,RIVER VIEW 2H-5-32,Unit 327,OIL & GAS, ,MISSISSIPPIAN,"24,000 ft",2021-12-15,35-017-25730,35.5370038 / -98.2861577,1500,2021-11-16,35,17,66.0,66.0,,
775,Anadarko,DEVON ENERGY PRODUCTION CO LP,OK,CANADIAN,12/20/2021,H,MULLEN 32-15N-9W 4H,Cyclone 40,OIL & GAS, ,MISSISSIPPI SOLID,"16,087 ft",2021-12-01,35-017-25721,35.724427 / -98.1801634,1500,2021-10-20,35,17,67.0,67.0,,
776,Anadarko,RED BLUFF RESOURCES OPERATING LLC,OK,CANADIAN,12/20/2021,H,EVERY 1405 4-19MH,Power Rig 5,OIL & GAS, ,MISSISSIPPIAN (LESS CHESTER),"14,100 ft",2021-12-14,35-017-25729,35.667985 / -97.7795618,1200,2021-11-12,35,17,68.0,68.0,,
777,Anadarko,TRAVIS PEAK RESOURCES LLC,OK,CANADIAN,12/20/2021,H,GEORGE FOLK 5-8-11N-6W 3MHX,H&P 493,OIL & GAS, ,MISSISSIPPI,"21,000 ft",2021-12-18,35-017-25710,35.4635775 / -97.8569627,1500,2021-09-28,35,17,69.0,69.0,,
778,Northeast,EAP OHIO LLC,OH,CARROLL,12/20/2021,H,WINDY RIDGE PLATFORM CR ORG 8H,Patterson 580,OIL & GAS, ,POINT PLEASANT,"24,012 ft",2021-12-11,34-019-22776,40.4459611 / -81.2451068,1500,2021-06-04,34,19,70.0,70.0,,
779,Northeast,"EAP OHIO, LLC",OH,CARROLL,12/20/2021,,BAUER 14-14-6 5H,Patterson 571,UNKNOWN, , , ,2021-12-11,34-019-22791,40.4951019 / -81.1399231,1200, ,34,19,71.0,71.0,,
780,Haynesville,"ROSE CITY RESOURCES, LLC",TX,CASS,12/20/2021,V,PRICE 1,Steinberger 4,OIL,HIDDEN ROCK,COTTON VALLEY LIME,"11,300 ft",2021-12-18,42-067-30848,32.9453211 / -94.3579675,1000,2021-12-08,42,67,72.0,72.0,,
781,Permian - Delaware,RIDGEWAY ARIZONA OIL CORP.,NM,CHAVES,12/20/2021,H,STATE COM 402H,Norton 2,OIL,CHAVEROO,SAN ANDRES,"10,065 ft",2021-12-07,30-005-29224,33.6397242 / -103.5747995,1000,2021-11-02,30,5,73.0,73.0,,
782,Permian - Delaware,"TAMAROA OPERATING, LLC",NM,CHAVES,12/20/2021,H,HELLCAT 003H,S&M 12,OIL,TWIN LAKE,SAN ANDRES (ASSOC),"7,348 ft",2021-12-07,30-005-64348,33.5912748 / -104.0404123, ,2019-12-24,30,5,74.0,74.0,,
783,DJ Basin,"MURFIN DRILLING CO., INC.",KS,CHEYENNE,12/20/2021,V,SHONES 2-5,Murfin 110,OIL,JONES CANYON,LANSING,"5,000 ft",2021-12-11,15-023-21562,39.9938314 / -101.4926287,550,2021-12-06,15,23,75.0,75.0,,
784,Michigan,WEST BAY EXPLORATION CO,MI,CLARE,12/20/2021,V,STATE REDDING 1-20,B&H 4,OIL,DUNDEE,DUNDEE,"4,000 ft",2021-12-09,21-035-62017,44.0221467 / -85.0565224,475,2021-09-14,21,35,76.0,76.0,,
785,Barnett,"MUIRFIELD EXPLORATION, LTD.",TX,CLAY,12/20/2021,V,KEETON 1,Duncan & Grace 4,OIL & GAS,"CLAY COUNTY REGULAR,WILDCAT", ,"4,500 ft",2021-10-23,42-077-35316,34.0099768 / -98.186002, ,2021-10-14,42,77,77.0,77.0,,
786,Arkoma,PABLO ENERGY II LLC,OK,COAL,12/20/2021,H,FREELAND 2H-18,Latshaw 13,OIL & GAS, ,WOODFORD,"13,200 ft",2021-12-08,35-029-21410,34.5653502 / -96.304401,1000,2021-09-10,35,29,78.0,78.0,,
787,Northeast,"EAP OHIO, LLC",OH,COLUMBIANA,12/20/2021,,SEVEK 18-12-3 6H,Patterson 579,UNKNOWN, , , ,2021-12-13,34-029-21937,40.6286316 / -80.7888412,1200, ,34,29,79.0,79.0,,
788,Northeast,HILCORP ENERGY COMPANY,OH,COLUMBIANA,12/20/2021,H,FAIRFIELD-TARKA 3H,Precision 548,OIL & GAS, ,POINT PLEASANT FORMATION, ,2021-12-16,34-029-21925,40.8324112 / -80.6782909,1200,2021-09-01,34,29,80.0,80.0,,
789,Tuscaloosa,FLETCHER PETROLEUM CORP.,AL,CONECUH,12/20/2021,H,MCMILLAN 34-7 #1,WT Drilling 18,UNKNOWN,WILDCAT,SMACKOVER, ,2021-12-15,01-035-20371,31.2689415 / -87.1466577,1000,2021-10-01,1,35,81.0,81.0,,
790,Powder River,ANSCHUTZ EXPLORATION CORPORATION,WY,CONVERSE,12/20/2021,H,KAI FED 3671-36-25-2E NH,Cyclone 39,OIL,SCOTT,NIOBRARA,"21,879 ft",2021-12-14,49-009-48643,43.0452117 / -105.3193184,1500,2021-06-25,49,9,82.0,82.0,,
791,Powder River,ANSCHUTZ OIL COMPANY LLC,WY,CONVERSE,12/20/2021,H,DOLLY FED 3671-19-31-14W NH,Cyclone 36,OIL,SCOTT,NIOBRARA,"22,156 ft",2021-12-19,49-009-31444,43.0727792 / -105.4294181,1500,2021-04-19,49,9,83.0,83.0,,
792,Powder River,ANSCHUTZ OIL COMPANY LLC,WY,CONVERSE,12/20/2021,H,REBA FED 3671-30-31-16W NH,Cyclone 33,OIL,SCOTT,NIOBRARA,"22,152 ft",2021-12-15,49-009-34195,43.0707229 / -105.4235219,1500,2021-04-19,49,9,84.0,84.0,,
793,Powder River,"ANSCHUTZ OIL COMPANY, LLC",WY,CONVERSE,12/20/2021,H,NITRO FED 3569-7-19-14 TH,Precision 564,OIL,MIKES DRAW,TURNER,"21,463 ft",2021-12-19,49-009-40614,43.0156589 / -105.1922035,1500,2021-08-20,49,9,85.0,85.0,,
794,Powder River,CHESAPEAKE OPERATING LLC,WY,CONVERSE,12/20/2021,H,CLAUSEN 25-34-70 A NB 4H,Patterson 593,OIL,WC,NIOBRARA,"21,250 ft",2021-12-05,49-009-34313,42.895891 / -105.2075268,1500,2021-09-13,49,9,86.0,86.0,,
795,Powder River,"CONTINENTAL RESROUCES, INC.",WY,CONVERSE,12/20/2021,,HARDY FED 3873-0211 1FH,H&P 385,UNKNOWN, , , ,2021-12-07,49-009-48562,43.3014565 / -105.5930328,1500, ,49,9,87.0,87.0,,
796,Powder River,DEVON ENERGY PRODUCTION COMPANY LP,WY,CONVERSE,12/20/2021,H,CWDU JRJ FED 07-063870-3XNH,Cyclone 42,OIL,WC,NIOBRARA,"19,109 ft",2021-12-11,49-009-48718,43.2792108 / -105.3161734, ,2021-08-30,49,9,88.0,88.0,,
797,Powder River,NORTHWOODS OPERATING LLC,WY,CONVERSE,12/20/2021,V,ASPEN 18E19-8NH,Nabors B03,OIL,WC,NIOBRARA,"12,206 ft",2021-12-01,49-009-48358,43.358649 / -105.9000921,1500,2021-09-21,49,9,89.0,89.0,,
798,Powder River,TRANSWORLD SYSTEMS PETROLEUM INC,WY,CONVERSE,12/20/2021,H,BU 22-30-35-67-1H,Ensign 162,OIL,PINEY CREEK,TEAPOT,"16,939 ft",2021-12-04,49-009-38967,42.9832057 / -104.9508739,1500,2021-08-13,49,9,90.0,90.0,,
799,Barnett,GUNN OIL COMPANY,TX,COTTLE,12/20/2021,V,SUSANNA UNIT 1,Steinberger 3,OIL & GAS,"PROTHRO,WILDCAT",CANYON,"9,000 ft",2021-12-10,42-101-30762,33.9838886 / -100.4511925,1000,2021-11-23,42,101,91.0,91.0,,
800,Permian - Midland,"BLACKBEARD OPERATING, LLC",TX,CRANE,12/20/2021,V,WADDELL TR A 3078,Savanna 417,OIL & GAS,SAND HILLS,"CLEAR FORK, SAN ANGELO, UPPER, TUBB, WOLFCAMP","9,000 ft",2021-12-16,42-103-36876,31.530291 / -102.6324999,650,2021-09-21,42,103,92.0,92.0,,
801,Permian - Midland,"STRONGHOLD ENERGY II OPER, LLC",TX,CRANE,12/20/2021,V,"MCKNIGHT, M.B. 0313M",Savanna 642,OIL & GAS,"ARMER,RUNNING W, N.,SAND HILLS","CLEAR FORK, HOLT, TUBB","6,000 ft",2021-12-18,42-103-36861,31.5416354 / -102.690625,750,2021-08-23,42,103,93.0,93.0,,
802,Permian - Midland,SEM OPERATING COMPANY LLC,TX,CROCKETT,12/20/2021,H,UNIVERSITY 40 2113WB,Precision 594,OIL & GAS,LIN,WOLFCAMP,"10,000 ft",2021-12-14,42-105-42507,31.0760631 / -101.1496894,1800,2021-11-09,42,105,94.0,94.0,,
803,Powder River,"MAXIMUS OPERATING, LTD",WY,CROOK,12/20/2021,V,SCHURICHT 21-10,CWC Ironhand 104,OIL,MELLOTT RANCH,MINNELUSA,"7,150 ft",2021-12-06,49-011-23417,44.5109081 / -105.0145733,764,2021-11-10,49,11,95.0,95.0,,
804,Permian - Delaware,CHEVRON U. S. A. INC.,TX,CULBERSON,12/20/2021,H,HAY BLAKE 7/6 0041WD,Nabors X53,OIL & GAS,"FORD, WEST",WOLFCAMP,"12,000 ft",2021-12-01,42-109-33776,31.9660788 / -104.1012641, ,2021-09-08,42,109,96.0,96.0,,
805,Permian - Delaware,CIMAREX ENERGY CO.,TX,CULBERSON,12/20/2021,H,GO FOR GIN 27 STATE UNIT 2H,Unit 405,OIL & GAS,"FORD, WEST,SANDBAR","BONE SPRING, WOLFCAMP","15,000 ft",2021-12-15,42-109-33788,31.819377 / -104.2624275,1500,2021-09-23,42,109,97.0,97.0,,
806,Permian - Delaware,CIMAREX ENERGY CO.,TX,CULBERSON,12/20/2021,H,AUTHENTIC 13 F STATE 6H,Cactus 156,OIL & GAS,"FORD, WEST",WOLFCAMP,"15,000 ft",2021-11-24,42-109-33785,31.9539126 / -104.1137694,1500,2021-09-22,42,109,98.0,98.0,,
807,Permian - Delaware,CIMAREX ENERGY CO.,TX,CULBERSON,12/20/2021,H,AUTHENTIC 13 A STATE 1H,H&P 499,OIL & GAS,"FORD, WEST",WOLFCAMP,"15,000 ft",2021-12-14,42-109-33780,31.9536509 / -104.1233077,1500,2021-09-22,42,109,99.0,99.0,,
808,Permian - Delaware,CONOCOPHILLIPS COMPANY,TX,CULBERSON,12/20/2021,H,DUST DEVIL 4H,Nabors 891,OIL & GAS,"FORD, WEST",WOLFCAMP,"18,000 ft",2021-11-30,42-109-33732,31.8672182 / -104.1009307,1500,2021-04-08,42,109,100.0,100.0,,
809,Anadarko,CONTINENTAL RESOURCES INC,OK,CUSTER,12/20/2021,H,SCHROCK 2-14-23-26XHM,H&P 544,OIL & GAS, ,MISSISSIPPIAN, ,2021-12-04,35-039-22597,35.694937 / -98.657104,1500,2021-11-04,35,39,101.0,101.0,,
810,Anadarko,CONTINENTAL RESOURCES INC,OK,CUSTER,12/20/2021,H,SCHROCK 3-14-23-26XHM,H&P 529,OIL & GAS, ,MISSISSIPPIAN, ,2021-11-23,35-039-22598,35.6924796 / -98.6614082,1500,2021-11-04,35,39,102.0,102.0,,
811,Anadarko,CRAWLEY PETROLEUM CORPORATION,OK,CUSTER,12/20/2021,H,CAMPBELL UNIT 4-6MHX,Cactus 126,OIL & GAS, ,MISSISSIPPIAN,"23,110 ft",2021-11-13,35-039-22596,35.7248571 / -98.8400242,1400,2021-10-20,35,39,103.0,103.0,,
812,Barnett,"GHA BARNETT, LLC",TX,DALLAS,12/20/2021,H,APPALOOSA 13H,Ensign T135,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-12-13,42-113-30289,32.7769915 / -97.0218181,1500,2021-10-05,42,113,104.0,104.0,,
813,Permian - Midland,CALLON PETROLEUM OPERATING CO,TX,DAWSON,12/20/2021,H,CHAPARRAL UNIT A5 5AH,Cactus 162,OIL & GAS,SPRABERRY,TREND AREA,"8,900 ft",2021-12-12,42-115-33848,32.5260723 / -101.6887807,1500,2021-11-18,42,115,105.0,105.0,,
814,Permian - Midland,"CGS OPERATING, LLC",TX,DAWSON,12/20/2021,V,ROCKWOOD 1,AKITA 524,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-07,42-115-33856,32.6574833 / -101.9122509,1500,2021-11-22,42,115,106.0,106.0,,
815,Permian - Midland,"HALVEY ENERGY, LLC",TX,DAWSON,12/20/2021,V,KING 2,Blue Line 7,OIL,GIN,SPRABERRY,"8,800 ft",2021-12-10,42-115-33851,32.6567355 / -101.9943144,475,2021-10-08,42,115,107.0,107.0,,
816,Haynesville,AETHON ENERGY OPERATING L,LA,DE SOTO,12/20/2021,H,HA RC SUBB;HEWITT 8 H 001-ALT,Precision 559,GAS,RED RIVER-BULL BAYOU,HAYNESVILLE SHALE,"17,615 ft",2021-12-09,17-031-27009,32.1351945 / -93.6160942,1800,2021-05-20,17,31,108.0,108.0,,
817,Haynesville,"CHESAPEAKE OPERATING, L.L.C",LA,DE SOTO,12/20/2021,H,HA RA SUK;WANSLEY25&24-12-13HC 001-ALT,Nabors B11,GAS,RED RIVER-BULL BAYOU,HAYNESVILLE,"20,137 ft",2021-12-19,17-031-27063,32.0011032 / -93.6567092,1500,2021-11-16,17,31,109.0,109.0,,
818,Haynesville,"COMSTOCK OIL & GAS--LA, LLC",LA,DE SOTO,12/20/2021,H,HA RA SUE;SUS FORESTS 14-11 HC 001-ALT,Patterson 279,UNKNOWN,GRAND CANE,HAYNESVILLE,"25,000 ft",2021-12-13,17-031-27058,32.019245 / -93.7794658,1500,2021-10-12,17,31,110.0,110.0,,
819,Haynesville,"COMSTOCK OIL & GAS--LA, LLC",LA,DE SOTO,12/20/2021,H,HA RA SUW;OLYMPIA MIN 28-33 HC 001-ALT,Patterson 269,GAS,SPIDER,HAYNESVILLE,"24,000 ft",2021-11-25,17-031-27044,32.0041509 / -93.806902,1500,2021-08-27,17,31,111.0,111.0,,
820,Haynesville,"EXCO OPERATING COMPANY, LP",LA,DE SOTO,12/20/2021,H,HA RA SUV;KILLIAN 7-6 HC 002-ALT,Nabors X33,GAS,KINGSTON,HAYNESVILLE,"23,000 ft",2021-11-30,17-031-27051,32.2048781 / -93.7432778,1500,2021-09-22,17,31,112.0,112.0,,
821,Haynesville,"GEP HAYNESVILLE II, LLC",LA,DE SOTO,12/20/2021,H,EISWERTH 17-8 HC 001,H&P 528,GAS,SPIDER,NON-UNITIZED HAYNESVILLE,"23,000 ft",2021-12-14,17-031-27059,31.933758 / -93.7257067,1500,2021-10-12,17,31,113.0,113.0,,
822,Haynesville,"GEP HAYNESVILLE, LLC",LA,DE SOTO,12/20/2021,H,JUR RA SUB;MARY G 21-28 HC 001,H&P 523,GAS,BRUSHY BAYOU,JUR,"24,000 ft",2021-12-11,17-031-27046,31.9338413 / -93.6078716,1500,2021-09-21,17,31,114.0,114.0,,
823,Haynesville,"GEP HAYNESVILLE, LLC",LA,DE SOTO,12/20/2021,H,JUR RA SUB;MARY G 21-28 HC 002-ALT,H&P 444,GAS,BRUSHY BAYOU,JUR,"24,000 ft",2021-11-26,17-031-27047,31.9348907 / -93.6080531,1500,2021-09-21,17,31,115.0,115.0,,
824,Haynesville,INDIGO MINERALS LLC,LA,DE SOTO,12/20/2021,H,HA RA SUDD;BGLY 28&21-14-16 HC 002-ALT,Independence 209,GAS,BETHANY LONGSTREET,HAYNESVILLE,"24,500 ft",2021-12-12,17-031-27042,32.1687827 / -94.0119912,1500,2021-08-19,17,31,116.0,116.0,,
825,Haynesville,"SWN PRODUCTION (LOUISIANA), LLC",LA,DE SOTO,12/20/2021,H,HA RA SU95;GRAY 32&29-14-16 HC 001,SWN Drilling 44,UNKNOWN,BETHANY LONGSTREET, ,"25,000 ft",2021-12-18,17-031-27079,32.1531659 / -94.0237916,1500,2021-12-16,17,31,117.0,117.0,,
826,Haynesville,VINE ENERGY OPERATING LP,LA,DE SOTO,12/20/2021,H,HA RA SUGG;GALLASPY 26-23 HC 003-ALT,Cactus 149,GAS,TRENTON,HAYNESVILLE,"23,000 ft",2021-11-22,17-031-27016,31.9042722 / -93.6756582,1500,2021-06-01,17,31,118.0,118.0,,
827,Haynesville,VINE OIL & GAS LP,LA,DE SOTO,12/20/2021,H,HA RA SUJ;HARTZ 4-33 HC 002-ALT,Cactus 165,GAS,TRENTON,HAYNESVILLE,"22,000 ft",2021-12-10,17-031-26999,31.9657466 / -93.7041547,1500,2021-04-20,17,31,119.0,119.0,,
828,Anadarko,COMANCHE EXPLORATION CO LLC,OK,DEWEY,12/20/2021,H,EVANS 18-1H,Atlas 7,OIL & GAS, ,MISSISSIPPIAN,"15,011 ft",2021-11-19,35-043-23728,36.0429644 / -98.7322938,1000,2021-09-14,35,43,120.0,120.0,,
829,Eagleford,BURLINGTON RESOURCES O & G CO LP,TX,DEWITT,12/20/2021,H,MAURER UNIT A 7,H&P 256,OIL,EAGLEVILLE,EAGLE FORD-2,"17,000 ft",2021-12-07,42-123-34987,29.0654218 / -97.6550961,1500,2020-03-20,42,123,121.0,121.0,,
830,Eagleford,"DEVON ENERGY PRODUCTION CO, L.P.",TX,DEWITT,12/20/2021,H,ZGABAY A 11H,H&P 541,OIL & GAS,EAGLEVILLE,EAGLE FORD-2,"16,000 ft",2021-12-09,42-123-35097,29.2584837 / -97.3900325,1500,2021-07-16,42,123,122.0,122.0,,
831,Eagleford,ENSIGN OPERATING LLC,TX,DEWITT,12/20/2021,H,AFFLERBACH 01 - R01 - M01 B 02H,H&P 372,OIL & GAS,DE WITT,EAGLE FORD SHALE,"24,000 ft",2021-11-23,42-123-35120,29.0232611 / -97.5369861,1500,2021-10-21,42,123,123.0,123.0,,
832,Eagleford,"MAGNUM OPERATING, LLC",TX,DEWITT,12/20/2021,V,YELLOW ROSE 1,LAUSON 3,OIL & GAS,"HELEN GOHLKE,WILDCAT",MIDDLE WILCOX,"9,500 ft",2021-11-30,42-123-35123,29.0788193 / -97.0193569, ,2021-11-03,42,123,124.0,124.0,,
833,Eagleford,"REPSOL OIL & GAS USA, LLC",TX,DEWITT,12/20/2021,H,SEILER-GANO (SA) B3 B 3H,Precision 568,OIL & GAS,SUGARKANE,EAGLE FORD,"15,000 ft",2021-11-26,42-123-34830,28.9774373 / -97.6053486,1500,2019-06-12,42,123,125.0,125.0,,
834,Eagleford,"ROSEWOOD RESOURCES, INC.",TX,DEWITT,12/20/2021,H,YORKTOWN 1H,Nabors 1202,GAS,DE WITT,EAGLE FORD SHALE,"14,350 ft",2021-12-15,42-123-35126,29.0033428 / -97.5264361, ,2021-12-02,42,123,126.0,126.0,,
835,Barnett,"ROSS, DWIGHT M. DRLG. CO., INC.",TX,DICKENS,12/20/2021,V,WATSON WINDMILL 1,MCG Drilling 1,OIL & GAS,WILDCAT, ,"4,500 ft",2021-12-10,42-125-31397,33.65403 / -100.610109,600,2021-10-22,42,125,127.0,127.0,,
836,Eagleford,"CML EXPLORATION, LLC",TX,DIMMIT,12/20/2021,H,DRINKARD 1,Patterson 233,OIL & GAS,PEARSALL,AUSTIN CHALK,"6,515 ft",2021-12-03,42-127-38426,28.5863644 / -99.6842694,1500,2021-10-13,42,127,128.0,128.0,,
837,Eagleford,"GRIT OIL & GAS MANAGEMENT, LLC",TX,DIMMIT,12/20/2021,H,HAMILTON RANCH A 3805H,Savanna 654,OIL,HUGH FITZSIMMONS,SAN MIGUEL,"3,950 ft",2021-12-11,42-127-38435,28.3465023 / -100.0603836,1200,2021-10-18,42,127,129.0,129.0,,
838,Eagleford,"SN EF MAVERICK, LLC",TX,DIMMIT,12/20/2021,H,BRISCOE CHIP EAST RANCH UNIT F 01HC,Independence 301,OIL & GAS,BRISCOE RANCH,EAGLEFORD,"8,500 ft",2021-12-10,42-127-38349,28.292113 / -99.6781724,1500,2020-10-01,42,127,130.0,130.0,,
839,Uintah,"CH4-FINLEY OPERATING, LLC",UT,DUCHESNE,12/20/2021,H,RP TRIBAL 21N-31W-H3UB,Aztec 920,OIL,NORTH MYTON BENCH,UTELAND BUTTE,"19,369 ft",2021-12-14,43-013-53953,40.2014221 / -109.9989114,1000,2021-11-03,43,13,131.0,131.0,,
840,Uintah,"EP ENERGY E&P COMPANY, LP",UT,DUCHESNE,12/20/2021,H,PRESBYTERY 1-15-16-C4-1H,Nabors X18,OIL,ALTAMONT,UTELAND BUTTE,"20,110 ft",2021-12-15,43-013-54057,40.224247 / -110.311676,1500,2021-01-19,43,13,132.0,132.0,,
841,Uintah,"EP ENERGY E&P COMPANY, LP",UT,DUCHESNE,12/20/2021,H,GRIZZLY RIDGE 16-15-16-C4-5H,Nabors X26,OIL,NORTH MYTON BENCH,UTELAND BUTTE,"20,907 ft",2021-12-11,43-013-54192,40.2128567 / -110.3116049,1500,2021-11-02,43,13,133.0,133.0,,
842,Uintah,"OVINTIV PRODUCTION, INC.",UT,DUCHESNE,12/20/2021,H,ALICE 13-7 4-3-18-19-7H,H&P 522,OIL,NORTH MYTON BENCH,UTELAND BUTTE,"17,755 ft",2021-12-02,43-013-54179,40.1431338 / -110.2750754,1500,2021-10-19,43,13,134.0,134.0,,
843,Uintah,"XCL ASSETCO, LLC",UT,DUCHESNE,12/20/2021,H,FLAMING DRAGON 63-2526-23P,H&P 520,OIL,BLUEBELL,UTELAND BUTTE,"20,447 ft",2021-11-23,43-013-54164,40.2782574 / -110.1588235,1500,2021-09-14,43,13,135.0,135.0,,
844,Uintah,"XCL ASSETCO, LLC",UT,DUCHESNE,12/20/2021,H,BAKE 54-2413-22G,Frontier 16,OIL,BLUEBELL,WASATCH,"20,239 ft",2021-12-16,43-013-54126,40.2868652 / -110.0584924,2000,2021-05-27,43,13,136.0,136.0,,
845,Uintah,"XCL ASSETCO, LLC",UT,DUCHESNE,12/20/2021,H,FLAMING DRAGON 81-2526-23T,H&P 524,OIL,BLUEBELL,GREEN RIVER - LOWER,"19,706 ft",2021-12-14,43-013-54171,40.2783769 / -110.1581759,1500,2021-09-16,43,13,137.0,137.0,,
846,DJ Basin,"MURFIN DRILLING COMPANY, INC",NE,DUNDY,12/20/2021,V,LUTZ UNIT 1-12,Murfin 3,OIL,WILDCAT,MISSISSIPPIAN,"5,400 ft",2021-12-07,26-057-21926,40.2422747 / -101.7845895,400,2021-12-01,26,57,138.0,138.0,,
847,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,12/20/2021,H,THORP FEDERAL 6-28H,Nabors B01,UNKNOWN,LITTLE KNIFE, , ,2021-12-06,33-025-04333,47.6271707 / -103.053067,1500,2021-08-25,33,25,139.0,139.0,,
848,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,12/20/2021,H,BANG 9-4H1,Nabors B06,UNKNOWN,CEDAR COULEE, , ,2021-12-10,33-025-04372,47.4893917 / -102.9105075,1500,2021-10-11,33,25,140.0,140.0,,
849,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,12/20/2021,H,DENNIS FIU 13-8H1,Cyclone 38,CONFIDENTIAL,CEDAR COULEE, , ,2021-12-15,33-025-04161,47.5155068 / -102.9057598,1500,2021-02-08,33,25,141.0,141.0,,
850,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,12/20/2021,H,DENNIS FIU 12-8H,H&P 454,CONFIDENTIAL,CEDAR COULEE, , ,2021-12-14,33-025-04184,47.5728369 / -102.9366295,1500,2021-02-09,33,25,142.0,142.0,,
851,Bakken,ENERPLUS RESOURCES USA CORPORATION,ND,DUNN,12/20/2021,H,MORAY 149-94-36C-25H-TF,True 40,OIL & GAS,SQUAW CREEK,BAKKEN,"21,576 ft",2021-12-05,33-025-03922,47.6717678 / -102.6497273,1500,2020-12-08,33,25,143.0,143.0,,
852,Bakken,HUNT OIL COMPANY,ND,DUNN,12/20/2021,,HALLIDAY 145-93-15-22H 4,H&P 640,UNKNOWN, , , ,2021-12-07,33-025-04347,47.3874054 / -102.5110168,1500, ,33,25,144.0,144.0,,
853,Bakken,MARATHON OIL COMPANY,ND,DUNN,12/20/2021,H,CHERYL 41-18H,H&P 259,DISPOSAL,BAILEY,BAKKEN,"21,357 ft",2021-12-12,33-025-04364,47.4720349 / -102.5690359,1500,2021-09-29,33,25,145.0,145.0,,
854,Bakken,MARATHON OIL COMPANY,ND,DUNN,12/20/2021,H,ITHAMAR 41-13TFH,H&P 535,OIL & GAS,BAILEY,BAKKEN,"21,349 ft",2021-12-09,33-025-04354,47.4722591 / -102.5866651,1500,2021-09-21,33,25,146.0,146.0,,
