,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0
56,Haynesville,"TRINITY OPERATING (USG), LLC",LA,CADDO,11/22/2021,H,HA RA SU132;SL HEROLD 23-14 H 002-ALT,Cactus 158,GAS,GREENWOOD-WASKOM,HAYNESVILLE,"21,650 ft",2021-11-01,17-017-36491,32.5284095 / -93.9797843,1500,2021-09-08,17,17,56.0
57,Northeast,SENECA RESOURCES COMPANY LLC,PA,CAMERON,11/22/2021,H,SRC WT 5036 321HU 53231,Patterson 328,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"24,099 ft",2021-11-08,37-023-20281,41.5741065 / -78.3208262,1500,2020-12-18,37,23,57.0
58,Powder River,DAUBE COMPANY THE,WY,CAMPBELL,11/22/2021,V,BROWN-KENNEDY 1-7,Capstar 311,OIL,WC,MINNELUSA,"7,600 ft",2021-11-10,49-005-77820,44.7685172 / -105.3269022,450,2021-09-13,49,5,58.0
59,Powder River,EOG RESOURCES INC,WY,CAMPBELL,11/22/2021,H,FINCH 1609-02H,Unit 406,OIL,WC,FRONTIER-TURNER,"20,673 ft",2021-11-13,49-005-77298,43.6939084 / -105.6333885,1500,2021-09-09,49,5,59.0
60,Powder River,PETROX RESOURCES INC,WY,CAMPBELL,11/22/2021,V,OLMSTEAD FEDERAL 11-18,Capstar 334,OIL,WC,MINNELUSA,"7,810 ft",2021-11-05,49-005-62847,44.9288973 / -105.450556,750,2021-10-28,49,5,60.0
61,Anadarko,CITIZEN ENERGY III LLC,OK,CANADIAN,11/22/2021,H,RIVER VIEW 1H-5-32,Unit 327,OIL & GAS, ,MISSISSIPPIAN,"23,800 ft",2021-11-03,35-017-25717,35.5369869 / -98.2861505,1500,2021-10-08,35,17,61.0
62,Anadarko,DEVON ENERGY PRODUCTION CO LP,OK,CANADIAN,11/22/2021,H,OTTO 31_30_19-15N-9W 5HXX,Cyclone 43,OIL & GAS, ,"MISSISSIPPI SOLID, MISSISSIPPIAN, WOODFORD", ,2021-11-10,35-017-25683,35.723072 / -98.2005473,1500,2021-06-11,35,17,62.0
63,Anadarko,DEVON ENERGY PRODUCTION CO LP,OK,CANADIAN,11/22/2021,H,MULLEN 32-15N-9W 2H,Cyclone 40,OIL & GAS, ,MISSISSIPPI SOLID,"15,952 ft",2021-11-17,35-017-25719,35.7244285 / -98.1801664,1500,2021-10-20,35,17,63.0
64,Anadarko,PALOMA OPERATING CO INC,OK,CANADIAN,11/22/2021,H,SOUTHERN STAR 33-13N-7W 6MH,H&P 493,OIL & GAS, ,MISSISSIPPIAN,"17,000 ft",2021-11-16,35-017-25687,35.5506208 / -97.9531428,1500,2021-06-16,35,17,64.0
65,Anadarko,RED BLUFF RESOURCES OPERATING LLC,OK,CANADIAN,11/22/2021,H,WALLACE 1306 1-12MH,Power Rig 5,OIL & GAS, ,MISSISSIPPIAN (LESS CHESTER),"14,908 ft",2021-11-18,35-017-25711,35.6086529 / -97.7861095,1200,2021-09-30,35,17,65.0
66,Northeast,EAP OHIO LLC,OH,CARROLL,11/22/2021,H,LLOYD SMITH 1-15-7 8H,Patterson 579,OIL & GAS, ,POINT PLEASANT FORMATION, ,2021-11-13,34-019-22785,40.474019 / -81.204884,1200,2021-09-16,34,19,66.0
67,Haynesville,"ROSE CITY RESOURCES, LLC",TX,CASS,11/22/2021,V,BOON 1,Steinberger 4,OIL,HIDDEN ROCK,COTTON VALLEY LIME,"11,300 ft",2021-11-10,42-067-30847,32.9783354 / -94.3582536,1000,2021-11-03,42,67,67.0
68,Northeast,DIMES ENERGY GP INC.,NY,CATTARAUGUS,11/22/2021,V,DH5 DH5,DALLAS-MORRIS 27,UNKNOWN,BRADFORD,BRADFORD SECOND,"1,845 ft",2021-11-16,31-009-30142,42.0449289 / -78.5332539, ,2021-10-25,31,9,68.0
69,Gulf Coast,LONE STAR NGL MONT BELVIEU LP,TX,CHAMBERS,11/22/2021,V,LONE STAR NGL MONT BELVIEU A005NT,Precision 750,UNKNOWN,BARBERS HILL, ,"3,500 ft",2021-10-21,42-071-32657,29.8574693 / -94.903119,1500,2021-08-04,42,71,69.0
70,Haynesville,SABINE OIL & GAS CORPORATION,TX,CHEROKEE,11/22/2021,H,MCGILL-MURPHY (AW) 1H,Scan Spirit,OIL & GAS,OVERTON,COTTON VALLEY SAND,"12,000 ft",2021-11-01,42-073-31583,32.1356573 / -95.1275007,1000,2021-05-13,42,73,70.0
71,Haynesville,"SUGAR CREEK PRODUCING COMPANY, LLC",LA,CLAIBORNE,11/22/2021,H,CV RA SUP;FORD 18 001,Reliance 3,UNKNOWN,SUGAR CREEK, ,"8,600 ft",2021-10-30,17-027-22623,32.6316237 / -92.9237803,1000,2021-10-18,17,27,71.0
72,Barnett,"MUIRFIELD EXPLORATION, LTD.",TX,CLAY,11/22/2021,V,KEETON 1,Duncan & Grace 4,OIL & GAS,"CLAY COUNTY REGULAR,WILDCAT", ,"4,500 ft",2021-10-23,42-077-35316,34.0099768 / -98.186002, ,2021-10-14,42,77,72.0
73,Arkoma,PABLO ENERGY II LLC,OK,COAL,11/22/2021,H,DON 2H-13,Latshaw 13,OIL & GAS, ,WOODFORD,"13,200 ft",2021-11-16,35-029-21409,34.5653273 / -96.3043629,1000,2021-09-09,35,29,73.0
74,Gulf Coast,"CALLOWAY ENGINEERING, LLC",TX,COLORADO,11/22/2021,D,CATHEDRAL OAKS-KOEHN 1,Big E 6,OIL & GAS,"DUBINA, SOUTH,WILDCAT", ,"10,000 ft",2021-11-09,42-089-32762,29.6435093 / -96.8088353,1500,2021-09-07,42,89,74.0
75,Gulf Coast,"CASTEX ENERGY, INC.",TX,COLORADO,11/22/2021,V,SCHINDLER 2,LAUSON 2,OIL & GAS,WILDCAT, ,"16,000 ft",2021-10-14,42-089-32763,29.6082924 / -96.3894503,750,2021-09-14,42,89,75.0
76,Northeast,HILCORP ENERGY COMPANY,OH,COLUMBIANA,11/22/2021,H,FAIRFIELD-TARKA 7H,Precision 548,OIL & GAS, ,POINT PLEASANT,"15,471 ft",2021-11-08,34-029-21928,40.8324203 / -80.6781413,1200,2021-02-25,34,29,76.0
77,West Coast,"FOOTHILL ENERGY, LLC",CA,COLUSA,11/22/2021,,CHARTER 12-1,Paul Graham 8,UNKNOWN, , , ,2021-10-18,04-011-20463,39.0792847 / -121.9153214,350, ,4,11,77.0
78,Powder River,ANADARKO E&P ONSHORE LLC,WY,CONVERSE,11/22/2021,H,EH SPACE C 3469-15-T3XH,Precision 564,OIL,WC,TURNER,"18,461 ft",2021-11-14,49-009-40186,42.934995 / -105.127659,1500,2021-05-12,49,9,78.0
79,Powder River,ANSCHUTZ EXPLORATION CORPORATION,WY,CONVERSE,11/22/2021,H,KAI FED 3671-36-25-1 TH,Cyclone 39,OIL,SCOTT,TURNER,"22,154 ft",2021-11-17,49-009-48641,43.0452094 / -105.319313,1500,2021-06-28,49,9,79.0
80,Powder River,ANSCHUTZ EXPLORATION CORPORATION,WY,CONVERSE,11/22/2021,H,KYRA FED 3671-36-25-3 TH,Cyclone 33,OIL,SCOTT,TURNER,"22,235 ft",2021-11-06,49-009-48644,43.0441934 / -105.3328393,1500,2021-06-28,49,9,80.0
81,Powder River,CHESAPEAKE OPERATING LLC,WY,CONVERSE,11/22/2021,H,NWFU 27-34-71 USA A NB 2H,Patterson 593,OIL,WC,NIOBRARA,"23,798 ft",2021-10-28,49-009-48717,42.893663 / -105.3682151,1500,2021-08-27,49,9,81.0
82,Powder River,"CONTINENTAL RESOURCES, INC.",WY,CONVERSE,11/22/2021,,HARDY FED 3873-0211 1FH,H&P 385,UNKNOWN, , , ,2021-11-12,49-009-48562,43.3015442 / -105.5919342,1500, ,49,9,82.0
83,Powder River,"CONTINENTAL RESOURCES, INC.",WY,CONVERSE,11/22/2021,H,REYNOLDS FED 3872-1930-1MDH,Cyclone 44,OIL,WC,MUDDY,"23,149 ft",2021-11-08,49-009-48724,43.2598662 / -105.5578431,2000,2021-11-05,49,9,83.0
84,Powder River,DEVON ENERGY PRODUCTION COMPANY LP,WY,CONVERSE,11/22/2021,H,RU JFW FED 13-243972-3XPH,Cyclone 42,OIL,WC,PARKMAN,"17,842 ft",2021-11-04,49-009-38452,43.3609978 / -105.4565185, ,2021-05-07,49,9,84.0
85,Powder River,EOG RESOURCES INC,WY,CONVERSE,11/22/2021,H,TOPAZ 1324-03H,Unit 403,OIL,WC,NIOBRARA,"20,293 ft",2021-11-17,49-009-48221,43.4464538 / -105.4440093,1500,2021-10-18,49,9,85.0
86,Powder River,NORTHWOODS OPERATING LLC,WY,CONVERSE,11/22/2021,V,ASPEN 18E19-8NH,Nabors B03,OIL,WC,NIOBRARA,"12,206 ft",2021-11-20,49-009-48358,43.3588207 / -105.9000492,1500,2021-09-21,49,9,86.0
87,Powder River,PEAK POWDER RIVER RESOURCES LLC,WY,CONVERSE,11/22/2021,H,INOT 1-22-15TH,Patterson 272,OIL,WC,FRONTIER-TURNER,"20,975 ft",2021-11-06,49-009-48602,43.2485559 / -105.3633091,1500,2021-08-23,49,9,87.0
88,Powder River,TRANSWORLD SYSTEMS PETROLEUM INC,WY,CONVERSE,11/22/2021,H,BU 22-30-35-67-4H,Ensign 162,OIL,PINEY CREEK,TEAPOT,"17,185 ft",2021-11-19,49-009-38964,42.9830468 / -104.9505402,1500,2021-08-13,49,9,88.0
89,Permian - Midland,"BLACKBEARD OPERATING, LLC",TX,CRANE,11/22/2021,V,BUCCANEER 3,Savanna 415,OIL,ARMER, ,"9,000 ft",2021-11-08,42-103-36900,31.5390847 / -102.7210462,650,2021-10-19,42,103,89.0
90,Permian - Midland,"STRONGHOLD ENERGY II OPER, LLC",TX,CRANE,11/22/2021,V,UL 35 1401S,Savanna 642,OIL,"JORDAN, S.",DEVONIAN,"9,500 ft",2021-11-16,42-103-36883,31.6381487 / -102.566092,750,2021-10-01,42,103,90.0
91,Permian - Delaware,CHEVRON U. S. A. INC.,TX,CULBERSON,11/22/2021,H,HAY BLAKE 7/6 0043WD,Nabors X53,OIL & GAS,"FORD, WEST",WOLFCAMP,"12,000 ft",2021-11-17,42-109-33778,31.9660681 / -104.1011402, ,2021-09-08,42,109,91.0
92,Permian - Delaware,CIMAREX ENERGY CO.,TX,CULBERSON,11/22/2021,H,BOLD VENTURE 20 STATE UNIT 4H,Unit 405,OIL & GAS,"FORD, WEST",WOLFCAMP,"15,000 ft",2021-11-11,42-109-33769,31.8193381 / -104.2954767,1500,2021-08-18,42,109,92.0
93,Permian - Delaware,CIMAREX ENERGY CO.,TX,CULBERSON,11/22/2021,H,TIM TAM 24 L 13H,Cactus 156,OIL & GAS,"FORD, WEST",WOLFCAMP,"13,500 ft",2021-11-12,42-109-33764,31.9538982 / -104.1138764,1500,2021-08-20,42,109,93.0
94,Permian - Delaware,CIMAREX ENERGY CO.,TX,CULBERSON,11/22/2021,H,AUTHENTIC 13 B STATE 2H,H&P 499,OIL & GAS,"FORD, WEST",WOLFCAMP,"15,000 ft",2021-11-18,42-109-33781,31.9536493 / -104.1233008,1500,2021-09-22,42,109,94.0
95,Permian - Delaware,CONOCOPHILLIPS COMPANY,TX,CULBERSON,11/22/2021,H,DUST DEVIL 2H,Nabors 891,OIL & GAS,"FORD, WEST",WOLFCAMP,"18,000 ft",2021-11-13,42-109-33730,31.8672465 / -104.1011858,1500,2021-04-08,42,109,95.0
96,Permian - Delaware,CPB WATER LLC,TX,CULBERSON,11/22/2021,D,CLAWDIA 1,United 52,INJECTION,FORD,DELAWARE,"6,500 ft",2021-11-03,42-109-33793,31.9986501 / -104.0618388,700,2021-10-08,42,109,96.0
97,Permian - Delaware,"SCALA ENERGY OPERATING, LLC",TX,CULBERSON,11/22/2021,H,NORMAN STATE 14 8H,Frontier 19,OIL & GAS,DERBY,BONE SPRING,"7,565 ft",2021-11-08,42-109-33779,31.8193099 / -104.3499607,1500,2021-09-08,42,109,97.0
98,Anadarko,CRAWLEY PETROLEUM CORPORATION,OK,CUSTER,11/22/2021,H,CAMPBELL UNIT 4-6MHX,Cactus 126,OIL & GAS, ,MISSISSIPPIAN,"23,110 ft",2021-11-13,35-039-22596,35.724853 / -98.8400666,1400,2021-10-20,35,39,98.0
99,Permian - Midland,"BURLESON PETROLEUM, INC.",TX,DAWSON,11/22/2021,H,MIDLETON 17-7 1MS,Ensign T108,OIL & GAS,SPRABERRY,TREND AREA,"8,100 ft",2021-11-08,42-115-33832,32.5462961 / -102.1283214,1500,2021-05-03,42,115,99.0
100,Permian - Midland,"RELIANCE ENERGY, INC.",TX,DAWSON,11/22/2021,H,JW DOLLOR 8-5-44 1MS,Nicklos 7,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-10-21,42-115-33852,32.5880341 / -101.9880199,1500,2021-10-14,42,115,100.0
101,Haynesville,AETHON ENERGY OPERATING L,LA,DE SOTO,11/22/2021,H,HA RC SUBB;HEWITT 8-17 HC 003-ALT,Precision 559,UNKNOWN,RED RIVER-BULL BAYOU,HAYNESVILLE SHALE,"22,836 ft",2021-11-12,17-031-27008,32.1352137 / -93.6160146,1800,2021-05-20,17,31,101.0
102,Haynesville,"CHESAPEAKE OPERATING, L.L.C",LA,DE SOTO,11/22/2021,H,HA RC SUY;CHK LA MIN 3-13-12 H 002-ALT,Patterson 587,GAS,RED RIVER-BULL BAYOU,HAYNESVILLE,"18,698 ft",2021-11-02,17-031-27026,32.137661 / -93.5784553,1500,2021-06-30,17,31,102.0
103,Haynesville,"CHESAPEAKE OPERATING, L.L.C",LA,DE SOTO,11/22/2021,H,HA RA SUY;GILLIAM23&14-13-14HC 001-ALT,Patterson 570,GAS,"GRAND CANE, NORTH",HAYNESVILLE,"23,926 ft",2021-11-09,17-031-27035,32.0940153 / -93.7715527,1200,2021-07-23,17,31,103.0
104,Haynesville,"COMSTOCK OIL & GAS--LA, LLC",LA,DE SOTO,11/22/2021,H,HA RA SUII;BSMC LA 5-8-17 HC 001-ALT,Patterson 271,GAS,BENSON,HAYNESVILLE, ,2021-11-11,17-031-27027,31.8892975 / -93.829944,1500,2021-07-09,17,31,104.0
105,Haynesville,"COMSTOCK OIL & GAS--LA, LLC",LA,DE SOTO,11/22/2021,H,HA RA SUW;MCCOY 28-33 HC 002-ALT,Patterson 279,UNKNOWN,SPIDER, ,"23,000 ft",2021-11-02,17-031-27032,32.0061154 / -93.810961,1500,2021-07-19,17,31,105.0
106,Haynesville,"COMSTOCK OIL & GAS--LA, LLC",LA,DE SOTO,11/22/2021,H,HA RA SUW;OLYMPIA MIN 28-33 HC 002-ALT,Patterson 269,GAS,SPIDER,HAYNESVILLE,"24,000 ft",2021-11-15,17-031-27045,32.0041547 / -93.8069707,1500,2021-08-27,17,31,106.0
107,Haynesville,"EXCO OPERATING COMPANY, LP",LA,DE SOTO,11/22/2021,H,HA RA SUV;KILLIAN 7-6 HC 001-ALT,Nabors X33,GAS,KINGSTON,HAYNESVILLE,"23,000 ft",2021-11-03,17-031-27050,32.2048545 / -93.7433767,1500,2021-09-22,17,31,107.0
108,Haynesville,"GEP HAYNESVILLE, LLC",LA,DE SOTO,11/22/2021,H,JUR RA SUB;MARY G 21-28 HC 003-ALT,H&P 444,GAS,BRUSHY BAYOU,JUR,"24,000 ft",2021-11-08,17-031-27048,31.9348834 / -93.6080226,1500,2021-09-21,17,31,108.0
109,Haynesville,"MAXIMUS OPERATING, LTD.",LA,DE SOTO,11/22/2021,V,PET RA SU97;BRANCH RANCH 5 001,Reliance 1,GAS,CASPIANA,SLIGO-PETTIT,"7,000 ft",2021-11-21,17-031-27057,32.1494331 / -93.6223252,800,2021-10-07,17,31,109.0
110,Haynesville,VINE ENERGY OPERATING LP,LA,DE SOTO,11/22/2021,H,HA RA SUGG;GALLASPY 26-23 HC 002-ALT,Cactus 149,UNKNOWN,TRENTON,HAYNESVILLE,"21,000 ft",2021-10-31,17-031-27015,31.904381 / -93.6757879,1500,2021-08-03,17,31,110.0
111,Haynesville,VINE ENERGY OPERATING LP,LA,DE SOTO,11/22/2021,H,HA RA SUGG;SAN PAT 26-23 HC 001-ALT,Cactus 165,UNKNOWN,TRENTON,HAYNESVILLE,"21,000 ft",2021-11-15,17-031-27033,31.9042825 / -93.6741473,1500,2021-08-03,17,31,111.0
112,DJ Basin,"BLACK OAK EXPLORATION, LLC",KS,DECATUR,11/22/2021,V,JUENEMANN 1-28,Murfin 110,OIL, ,MISSISSIPPIAN,"4,600 ft",2021-11-21,15-039-21275,39.5947588 / -100.701499,550,2021-11-17,15,39,112.0
113,Anadarko,BLAKE PRODUCTION COMPANY INC,OK,DEWEY,11/22/2021,H,BIG CAT 1717 1-15-10-XHM,Power Rig 6,OIL & GAS, ,RED FORK,"17,038 ft",2021-11-19,35-043-23733,35.9419499 / -99.0048986,1200,2021-11-04,35,43,113.0
114,Anadarko,COMANCHE EXPLORATION CO LLC,OK,DEWEY,11/22/2021,H,EVANS 18-1H,Atlas 7,OIL & GAS, ,MISSISSIPPIAN,"15,011 ft",2021-11-18,35-043-23728,36.0429697 / -98.7322962,1000,2021-09-14,35,43,114.0
115,Anadarko,MEWBOURNE OIL COMPANY,OK,DEWEY,11/22/2021,H,POLLOCK 3 OB 2H,Patterson 576,OIL & GAS, ,RED FORK,"14,400 ft",2021-10-20,35-043-23725,35.9704337 / -98.9985818,1200,2021-07-13,35,43,115.0
116,Eagleford,BURLINGTON RESOURCES O & G CO LP,TX,DEWITT,11/22/2021,H,MAURER UNIT D 6,H&P 256,OIL & GAS,EAGLEVILLE,EAGLE FORD-2,"17,000 ft",2021-11-16,42-123-34257,29.1382901 / -97.5331043,1500,2020-03-20,42,123,116.0
117,Eagleford,"DEVON ENERGY PRODUCTION CO, L.P.",TX,DEWITT,11/22/2021,H,ZGABAY A 14H,H&P 541,OIL & GAS,EAGLEVILLE,EAGLE FORD-2,"16,000 ft",2021-11-11,42-123-35100,29.2586184 / -97.3900061,1500,2021-07-16,42,123,117.0
118,Eagleford,ENSIGN OPERATING LLC,TX,DEWITT,11/22/2021,H,AFFLERBACH 01 - R01 - M01 D 04H,H&P 372,OIL & GAS,DE WITT,EAGLE FORD SHALE,"25,000 ft",2021-11-18,42-123-35122,29.0233864 / -97.5369145,1500,2021-10-21,42,123,118.0
119,Eagleford,"REPSOL OIL & GAS USA, LLC",TX,DEWITT,11/22/2021,H,SEILER-GANO (SA) B4 B 4H,Precision 568,OIL & GAS,SUGARKANE,EAGLE FORD,"15,000 ft",2021-11-08,42-123-34831,28.9774675 / -97.6053428,1500,2019-06-10,42,123,119.0
120,Eagleford,"CML EXPLORATION, LLC",TX,DIMMIT,11/22/2021,H,BALFOUR 1,Patterson 233,OIL & GAS,PENA CREEK,GEORGETOWN,"7,500 ft",2021-11-11,42-127-38440,28.5863713 / -99.6842043,1500,2021-10-26,42,127,120.0
121,Eagleford,"GRIT OIL & GAS MANAGEMENT, LLC",TX,DIMMIT,11/22/2021,H,SAN PEDRO RANCH 1306H,Savanna 654,OIL,HUGH FITZSIMMONS,SAN MIGUEL,"3,950 ft",2021-11-06,42-127-38439,28.3075825 / -100.0751511,1200,2021-10-21,42,127,121.0
122,Eagleford,"SN EF MAVERICK, LLC",TX,DIMMIT,11/22/2021,H,ROGERS DENTONIO 26 UNIT 01HA,Independence 301,OIL & GAS,BRISCOE RANCH,EAGLEFORD,"8,000 ft",2021-11-15,42-127-38420,28.298619 / -99.9567944,1500,2021-09-17,42,127,122.0
123,Eagleford,"TRINITY OPERATING (USG), LLC",TX,DIMMIT,11/22/2021,H,NANCE RANCH A UNIT 1H,Cactus 161,OIL & GAS,BRISCOE RANCH,EAGLEFORD,"8,000 ft",2021-11-15,42-127-38385,28.5857211 / -99.5910964,1500,2021-06-24,42,127,123.0
124,Bakken,"KODA RESOURCES OPERATING, LLC",ND,DIVIDE,11/22/2021,H,STOUT 3427-3BH,Cyclone 35,OIL & GAS,FERTILE VALLEY,BAKKEN,"19,741 ft",2021-11-16,33-023-01447,48.6343932 / -103.8617887,1500,2020-08-20,33,23,124.0
125,Uintah,"EP ENERGY E&P COMPANY, LP",UT,DUCHESNE,11/22/2021,H,PRESBYTERY 8-15-16-C4-2H,Nabors X18,OIL,ALTAMONT,UTELAND BUTTE,"19,979 ft",2021-11-18,43-013-54058,40.1805229 / -110.3116837,1500,2021-01-19,43,13,125.0
126,Uintah,"EP ENERGY E&P COMPANY, LP",UT,DUCHESNE,11/22/2021,,LAKE FORK RANCH 5-26-25-B4-5H,Nabors X26,UNKNOWN, , , ,2021-11-13,43-013-54095,40.2817154 / -110.3145218,1500, ,43,13,126.0
127,Uintah,"XCL ASSETCO, LLC",UT,DUCHESNE,11/22/2021,H,FLAMING DRAGON 73-2526-23S,H&P 520,OIL,BLUEBELL,GREEN RIVER - LOWER,"20,077 ft",2021-11-07,43-013-54169,40.2782401 / -110.1588162,1500,2021-09-14,43,13,127.0
128,Uintah,"XCL ASSETCO, LLC",UT,DUCHESNE,11/22/2021,H,FLAMING DRAGON 68-2526-23O,H&P 524,OIL,BLUEBELL,UTELAND BUTTE,"20,415 ft",2021-10-28,43-013-54167,40.2782029 / -110.1581797,1500,2021-09-16,43,13,128.0
129,DJ Basin,"MURFIN DRILLING COMPANY, INC",NE,DUNDY,11/22/2021,,HESTER 1-34,Murfin 3,UNKNOWN, , , ,2021-11-18,26-057-21925,40.2726974 / -101.8291321,400, ,26,57,129.0
130,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,11/22/2021,H,THORP FEDERAL 8-28H,Nabors B01,UNKNOWN,LITTLE KNIFE, , ,2021-11-06,33-025-04335,47.6271455 / -103.0530819,1500,2021-08-25,33,25,130.0
131,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,11/22/2021,H,WHITMAN FIU 13-34HSL1,Nabors B06,UNKNOWN,OAKDALE, , ,2021-11-07,33-025-04340,47.5157983 / -102.8897397,1500,2021-09-02,33,25,131.0
132,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,11/22/2021,H,WHITMAN FIU 4-34H1,Cyclone 38,UNKNOWN,OAKDALE, , ,2021-11-12,33-025-04377,47.5155077 / -102.9057576,1500,2021-10-13,33,25,132.0
133,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,11/22/2021,H,FLINT CHIPS FEDERAL 9-5H1,H&P 454,CONFIDENTIAL,CEDAR COULEE, , ,2021-11-16,33-025-04179,47.5732532 / -102.9366287,1500,2021-02-09,33,25,133.0
134,Bakken,ENERPLUS RESOURCES USA CORPORATION,ND,DUNN,11/22/2021,H,MINNOW 149-94-36C-25H,True 40,OIL & GAS,SQUAW CREEK,BAKKEN,"21,458 ft",2021-11-19,33-025-03923,47.6717808 / -102.6496682,1500,2020-12-08,33,25,134.0
135,Bakken,HUNT OIL COMPANY,ND,DUNN,11/22/2021,,QUILL 145-93-10-3H 3,H&P 640,UNKNOWN, , , ,2021-11-16,33-025-04341,47.3872452 / -102.5181427,1500, ,33,25,135.0
136,Bakken,MARATHON OIL COMPANY,ND,DUNN,11/22/2021,H,WEEKES 14-8TFH,H&P 259,OIL & GAS,BAILEY,BAKKEN,"21,290 ft",2021-11-07,33-025-04367,47.4720254 / -102.5686556,1500,2021-09-29,33,25,136.0
137,Bakken,MARATHON OIL COMPANY,ND,DUNN,11/22/2021,H,BEAU 11-18TFH,H&P 535,OIL & GAS,BAILEY,BAKKEN,"21,314 ft",2021-11-10,33-025-04356,47.4722907 / -102.5864232,1500,2021-09-21,33,25,137.0
138,Bakken,MARATHON OIL COMPANY,ND,DUNN,11/22/2021,H,KONSTANTIN 11-3H,Nabors X10,OIL & GAS,BAILEY,BAKKEN,"21,077 ft",2021-11-18,33-025-04112,47.5008702 / -102.6508856,1500,2021-08-12,33,25,138.0
139,Gulf Coast,"SAFARI PRODUCTION COMPANY, INC.",TX,DUVAL,11/22/2021,V,MOBIL FEE 5,Energy 16,GAS,DESTINO,"LOWER HOUSE, SLICK B, WX. ""W"" SAND, WX. MIDDLE HOUSE, WX. RONNIE SD.","14,645 ft",2021-11-18,42-131-38234,27.7507718 / -98.6056661,2000,2021-11-03,42,131,139.0
140,Permian - Midland,FIREBIRD ENERGY LLC,TX,ECTOR,11/22/2021,H,BOPIE 2734 C 102H,NorAm 25,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-11-05,42-135-43817,31.7444485 / -102.3319564,1800,2021-07-16,42,135,140.0
141,Permian - Midland,FIREBIRD ENERGY LLC,TX,ECTOR,11/22/2021,H,BOPIE 2734 F 203H,NorAm 28,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-11-07,42-135-43814,31.7430481 / -102.3382718,1900,2021-07-16,42,135,141.0
142,Permian - Delaware,CHEVRON USA INCORPORATED,NM,EDDY,11/22/2021,H,CICADA UNIT 038H,Patterson 257,GAS,PURPLE SAGE,WOLFCAMP (GAS),"20,600 ft",2021-11-12,30-015-46347,32.094425 / -104.1639142,1500,2019-10-07,30,15,142.0
143,Permian - Delaware,COG OPERATING LLC,NM,EDDY,11/22/2021,H,SCOUT STATE COM 606H,H&P 486,GAS,PURPLE SAGE,WOLFCAMP,"24,173 ft",2021-11-18,30-015-46960,32.164259 / -104.133026,1500,2020-04-03,30,15,143.0
144,Permian - Delaware,COG OPERATING LLC,NM,EDDY,11/22/2021,H,SCOUT STATE COM 603H,Scan Quest,GAS,PURPLE SAGE,WOLFCAMP (GAS),"24,852 ft",2021-11-14,30-015-46957,32.1656908 / -104.1270035,1500,2020-04-03,30,15,144.0
145,Permian - Delaware,"COLGATE OPERATING, LLC",NM,EDDY,11/22/2021,H,BLACK DIAMOND 34 FED 122H,H&P 510,OIL,PARKWAY,BONE SPRING,"15,655 ft",2021-11-16,30-015-47821,32.6206137 / -104.0551828,1500,2020-12-15,30,15,145.0
146,Permian - Delaware,"COLGATE OPERATING, LLC",NM,EDDY,11/22/2021,H,BLACK DIAMOND 34 FED 133H,Nabors M7506,OIL,PARKWAY,BONE SPRING,"16,804 ft",2021-11-21,30-015-47824,32.6130653 / -104.0552545,1150,2020-12-15,30,15,146.0
147,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,11/22/2021,H,MR POTATO HEAD 11-14 FED COM 624H,H&P 265,OIL,EAST PIERCE CROSSING,BONE SPRING,"20,683 ft",2021-11-16,30-015-46702,32.2390813 / -103.9484884,1500,2020-02-10,30,15,147.0
148,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,11/22/2021,H,MR POTATO HEAD 11 14 FEDERAL COM 711H,Cactus 108,GAS,PURPLE SAGE,WOLFCAMP (GAS),"20,700 ft",2021-11-17,30-015-46422,32.2384465 / -103.9604259,2500,2019-10-28,30,15,148.0
149,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,11/22/2021,H,COTTON DRAW UNIT 605H,Cactus 132,OIL,PURPLE SAGE,WOLFCAMP (GAS),"19,133 ft",2021-11-15,30-015-47297,32.194483 / -103.7489408,2000,2020-07-16,30,15,149.0
150,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,11/22/2021,H,TODD 36-25 STATE FED COM 338H,Nabors M7503,OIL,SOUTH SAND DUNES,BONE SPRING,"22,004 ft",2021-11-18,30-015-47324,32.2541311 / -103.7259394,1150,2020-08-11,30,15,150.0
151,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,11/22/2021,H,COTTON DRAW UNIT 602H,Cactus 129,OIL,PURPLE SAGE,WOLFCAMP (GAS),"18,848 ft",2021-11-10,30-015-47300,32.1945397 / -103.7533651,2000,2020-07-17,30,15,151.0
